td_a,td_b,td_ttd_a_MR_ADD,td_ttd_b_MR_ADD,td_ttd_a_MR_EXC,td_ttd_b_MR_EXC,td_ttd_a_MR_INC,td_ttd_b_MR_INC,td_ttd_a_MR_INV,td_ttd_b_MR_INV,td_ttd_a_MR_MUL,td_ttd_b_MR_MUL,td_ttd_a_MR_PER,td_ttd_b_MR_PER,td_output,ttd_output_mr_per,ttd_output_mr_add,ttd_output_mr_mul,ttd_output_mr_inv,ttd_output_mr_inc,ttd_output_mr_exc,vs_str_mr_add,vs_str_mr_mul,vs_str_mr_inv,vs_str_mr_inc,vs_str_mr_exc,vs_mr_add,vs_mr_mul,vs_mr_inv,vs_mr_inc,vs_mr_exc
"[-9, -11, -8, 3, -12, 5, 4, -1, -3, -7, 3]","[-9, -1, 5, 3, 1, 4, -10, -3, -4, 5, 3]","[-5, -7, -4, 7, -8, 9, 8, 3, 1, -3, 7]","[-5, 3, 9, 7, 5, 8, -6, 1, 0, 9, 7]","[-9, -11, -8, 3, -12, 5, 4, -1, -7, 3]","[-9, -1, 5, 3, 1, 4, -10, -3, 5, 3]","[-9, -11, -8, 3, -12, 5, 4, -1, -3, -7, 3, 4]","[-9, -1, 5, 3, 1, 4, -10, -3, -4, 5, 3, 4]","[-9, -11, -8, 3, -12, 5, 4, -1, -3, -7, 3, -0.1111111111, -0.0909090909, -0.125, 0.33333333330000003, -0.0833333333, 0.2, 0.25, -1.0, -0.33333333330000003, -0.1428571429, 0.33333333330000003]","[-9, -1, 5, 3, 1, 4, -10, -3, -4, 5, 3, -0.1111111111, -1.0, 0.2, 0.33333333330000003, 1.0, 0.25, -0.1, -0.33333333330000003, -0.25, 0.2, 0.33333333330000003]","[-36, -44, -32, 12, -48, 20, 16, -4, -12, -28, 12]","[-36, -4, 20, 12, 4, 16, -40, -12, -16, 20, 12]","[4, 3, -11, -3, -8, -1, -9, -12, 5, -7, 3]","[-3, 1, 3, 3, -9, -10, 5, 5, 4, -4, -1]",5.5873015873,7.7608437314,6.5588235294,5.5873015873,11.1746031746,5.5873015873,5.4444444444,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[4, 6, -3, 3, -2, 6, 6, 5, 3]","[0, 3, -1, -8, -1, 2, -2, 0, -1]","[8, 10, 1, 7, 2, 10, 10, 9, 7]","[4, 7, 3, -4, 3, 6, 2, 4, 3]","[4, 6, -3, -2, 6, 6, 5, 3]","[0, 3, -1, -1, 2, -2, 0, -1]","[4, 6, -3, 3, -2, 4, 6, 6, 5, 3]","[0, 3, -1, -8, -1, 4, 2, -2, 0, -1]","[4, 6, -3, 3, -2, 6, 6, 5, 3, 0.25, 0.1666666667, -0.33333333330000003, 0.33333333330000003, -0.5, 0.1666666667, 0.1666666667, 0.2, 0.33333333330000003]","[0, 3, -1, -8, -1, 2, -2, 0, -1, 'ZeroDivisionError', 0.33333333330000003, -1.0, -0.125, -1.0, 0.5, -0.5, 'ZeroDivisionError', -1.0]","[16, 24, -12, 12, -8, 24, 24, 20, 12]","[0, 12, -4, -32, -4, 8, -8, 0, -4]","[5, 6, 6, 6, 4, 3, -3, 3, -2]","[-8, 0, -2, -1, 0, -1, -1, 2, 3]",6.6666666667,7.7,3.9110859729,6.6666666667,error,6.6666666667,5.6666666667,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-8, 2, -3, 4, 2, -17, 11, -16, -11, -5, 5]","[6, 7, -14, 1, -8, -17, 6, -5, -4, 8, 0]","[-4, 6, 1, 8, 6, -13, 15, -12, -7, -1, 9]","[10, 11, -10, 5, -4, -13, 10, -1, 0, 12, 4]","[-8, 2, -3, 4, -17, 11, -16, -11, -5, 5]","[6, 7, -14, 1, -17, 6, -5, -4, 8, 0]","[-8, 2, -3, 4, 2, -17, 11, -16, -11, 4, -5, 5]","[6, 7, -14, 1, -8, -17, 6, -5, -4, 4, 8, 0]","[-8, 2, -3, 4, 2, -17, 11, -16, -11, -5, 5, -0.125, 0.5, -0.33333333330000003, 0.25, 0.5, -0.058823529400000005, 0.0909090909, -0.0625, -0.0909090909, -0.2, 0.2]","[6, 7, -14, 1, -8, -17, 6, -5, -4, 8, 0, 0.1666666667, 0.1428571429, -0.0714285714, 1.0, -0.125, -0.058823529400000005, 0.1666666667, -0.2, -0.25, 0.125, 'ZeroDivisionError']","[-32, 8, -12, 16, 8, -68, 44, -64, -44, -20, 20]","[24, 28, -56, 4, -32, -68, 24, -20, -16, 32, 0]","[11, -11, -17, 4, -5, 2, -3, 2, -8, 5, -16]","[6, 7, -5, -4, 6, 1, -8, -14, -17, 0, 8]",7.0872082166,7.9874509804,6.9556561086,7.0872082166,error,7.0872082166,6.0872082166,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[7, -4, 0, 5]","[-4, 7, 7, 9]","[11, 0, 4, 9]","[0, 11, 11, 13]","[7, -4, 0]","[-4, 7, 7]","[7, 4, -4, 0, 5]","[-4, 4, 7, 7, 9]","[7, -4, 0, 5, 0.1428571429, -0.25, 'ZeroDivisionError', 0.2]","[-4, 7, 7, 9, -0.25, 0.1428571429, 0.1428571429, 0.1111111111]","[28, -16, 0, 20]","[-16, 28, 28, 36]","[7, 0, 5, -4]","[7, -4, 7, 9]",3.2857142857,2.1666666667,2.6484848485,3.2857142857,error,3.2857142857,3.0,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[7, 9, 11, 6, 10, 7, 4, 7, -1]","[5, 1, -1, 9, -3, 2, 9, 4, 1]","[11, 13, 15, 10, 14, 11, 8, 11, 3]","[9, 5, 3, 13, 1, 6, 13, 8, 5]","[7, 9, 11, 6, 10, 7, 4, -1]","[5, 1, -1, 9, -3, 2, 9, 1]","[7, 4, 9, 11, 6, 10, 7, 4, 7, -1]","[5, 4, 1, -1, 9, -3, 2, 9, 4, 1]","[7, 9, 11, 6, 10, 7, 4, 7, -1, 0.1428571429, 0.1111111111, 0.0909090909, 0.1666666667, 0.1, 0.1428571429, 0.25, 0.1428571429, -1.0]","[5, 1, -1, 9, -3, 2, 9, 4, 1, 0.2, 1.0, -1.0, 0.1111111111, -0.33333333330000003, 0.5, 0.1111111111, 0.25, 1.0]","[28, 36, 44, 24, 40, 28, 16, 28, -4]","[20, 4, -4, 36, -12, 8, 36, 16, 4]","[11, 4, 7, 6, 7, 7, 10, -1, 9]","[9, 1, -1, -3, 2, 5, 9, 4, 1]",5.3795648796,5.2748538012,3.1483201824,5.3795648796,10.7591297591,5.3795648796,5.1068376068,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
[3],[-8],[7],[-4],[],[],"[3, 4]","[-8, 4]","[3, 0.33333333330000003]","[-8, -0.125]",[12],[-32],[3],[-8],1.0,1.0,1.0,1.0,2.0,1.0,0.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-9, -7, -10, 5, -3, 8, -3]","[-8, -9, 1, -3, -10, 0, 5]","[-5, -3, -6, 9, 1, 12, 1]","[-4, -5, 5, 1, -6, 4, 9]","[-9, -7, -10, -3, 8, -3]","[-8, -9, 1, -10, 0, 5]","[-9, -7, -10, 5, -3, 8, 4, -3]","[-8, -9, 1, -3, -10, 0, 4, 5]","[-9, -7, -10, 5, -3, 8, -3, -0.1111111111, -0.1428571429, -0.1, 0.2, -0.33333333330000003, 0.125, -0.33333333330000003]","[-8, -9, 1, -3, -10, 0, 5, -0.125, -0.1111111111, 1.0, -0.33333333330000003, -0.1, 'ZeroDivisionError', 0.2]","[-36, -28, -40, 20, -12, 32, -12]","[-32, -36, 4, -12, -40, 0, 20]","[8, -9, -7, -3, -3, -10, 5]","[-3, 5, -8, 0, -9, 1, -10]",4.7222850679,5.5666666667,4.4611111111,4.7222850679,error,4.7222850679,3.7222850679,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
[-8],[6],[-4],[10],[],[],"[4, -8]","[4, 6]","[-8, -0.125]","[6, 0.1666666667]",[-32],[24],[-8],[6],1.0,1.0,1.0,1.0,2.0,1.0,0.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-7, -13, 2, 0, 2, -9, 4, 4, -3, -5]","[2, -9, 1, -12, -13, 4, -3, -4, -1, 3]","[-3, -9, 6, 4, 6, -5, 8, 8, 1, -1]","[6, -5, 5, -8, -9, 8, 1, 0, 3, 7]","[-7, -13, 2, 0, 2, -9, 4, -3, -5]","[2, -9, 1, -12, -13, 4, -4, -1, 3]","[-7, -13, 2, 4, 0, 2, -9, 4, 4, -3, -5]","[2, -9, 1, 4, -12, -13, 4, -3, -4, -1, 3]","[-7, -13, 2, 0, 2, -9, 4, 4, -3, -5, -0.1428571429, -0.0769230769, 0.5, 'ZeroDivisionError', 0.5, -0.1111111111, 0.25, 0.25, -0.33333333330000003, -0.2]","[2, -9, 1, -12, -13, 4, -3, -4, -1, 3, 0.5, -0.1111111111, 1.0, -0.0833333333, -0.0769230769, 0.25, -0.33333333330000003, -0.25, -1.0, 0.33333333330000003]","[-28, -52, 8, 0, 8, -36, 16, 16, -12, -20]","[8, -36, 4, -48, -52, 16, -12, -16, -4, 12]","[-5, -13, 2, -9, 4, -3, 0, 4, -7, 2]","[3, 2, -13, 1, -12, -3, 4, -1, -9, -4]",8.0151515152,8.125,7.6544011544,8.0151515152,error,8.0151515152,7.0151515152,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[6, -5, 5, 5, -1, 11, 12, 3, 2]","[9, -8, -9, -2, 18, -2, 8, 16, -5]","[10, -1, 9, 9, 3, 15, 16, 7, 6]","[13, -4, -5, 2, 22, 2, 12, 20, -1]","[6, -5, 5, 5, 11, 12, 3, 2]","[9, -8, -9, -2, -2, 8, 16, -5]","[6, -5, 5, 5, -1, 11, 12, 3, 2, 4]","[9, -8, -9, -2, 18, -2, 8, 16, -5, 4]","[6, -5, 5, 5, -1, 11, 12, 3, 2, 0.1666666667, -0.2, 0.2, 0.2, -1.0, 0.0909090909, 0.0833333333, 0.33333333330000003, 0.5]","[9, -8, -9, -2, 18, -2, 8, 16, -5, 0.1111111111, -0.125, -0.1111111111, -0.5, 0.0555555556, -0.5, 0.125, 0.0625, -0.2]","[24, -20, 20, 20, -4, 44, 48, 12, 8]","[36, -32, -36, -8, 72, -8, 32, 64, -20]","[11, 6, 3, 5, -1, 5, -5, 2, 12]","[-2, -8, 9, -5, 16, -2, 8, -9, 18]",6.3149797571,7.7,5.5158429257,6.3149797571,12.6299595142,6.3149797571,5.3149797571,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-12, -13, 11, -4, -11, 6, 15, 3, -15, 12, 8]","[11, 12, 1, 3, 2, 6, 18, -7, -4, 0, -3]","[-8, -9, 15, 0, -7, 10, 19, 7, -11, 16, 12]","[15, 16, 5, 7, 6, 10, 22, -3, 0, 4, 1]","[-12, -13, 11, -4, -11, 6, 15, 3, -15, 12]","[11, 12, 1, 3, 2, 6, 18, -7, -4, 0]","[-12, -13, 11, -4, -11, 6, 15, 3, -15, 4, 12, 8]","[11, 12, 1, 3, 2, 6, 18, -7, -4, 4, 0, -3]","[-12, -13, 11, -4, -11, 6, 15, 3, -15, 12, 8, -0.0833333333, -0.0769230769, 0.0909090909, -0.25, -0.0909090909, 0.1666666667, 0.0666666667, 0.33333333330000003, -0.0666666667, 0.0833333333, 0.125]","[11, 12, 1, 3, 2, 6, 18, -7, -4, 0, -3, 0.0909090909, 0.0833333333, 1.0, 0.33333333330000003, 0.5, 0.1666666667, 0.0555555556, -0.1428571429, -0.25, 'ZeroDivisionError', -0.33333333330000003]","[-48, -52, 44, -16, -44, 24, 60, 12, -60, 48, 32]","[44, 48, 4, 12, 8, 24, 72, -28, -16, 0, -12]","[-4, 6, 11, 8, 12, -15, 15, -13, -12, 3, -11]","[3, 12, 6, -4, -3, 11, 2, 18, 0, 1, -7]",8.5031897927,8.114379085,8.0193245779,8.5031897927,error,8.5031897927,7.5031897927,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-1, -2, -18, -2, 2, 3, -3, 6, 6, -18, 4, -5, 2, -7]","[-8, -5, 5, -8, -2, -6, -2, -8, -3, -19, -5, -15, -14, 9]","[3, 2, -14, 2, 6, 7, 1, 10, 10, -14, 8, -1, 6, -3]","[-4, -1, 9, -4, 2, -2, 2, -4, 1, -15, -1, -11, -10, 13]","[-1, -18, -2, 2, 3, -3, 6, 6, -18, 4, -5, 2, -7]","[-8, 5, -8, -2, -6, -2, -8, -3, -19, -5, -15, -14, 9]","[-1, -2, -18, -2, 2, 3, -3, 6, 6, -18, 4, -5, 4, 2, -7]","[-8, -5, 5, -8, -2, -6, -2, -8, -3, -19, -5, -15, 4, -14, 9]","[-1, -2, -18, -2, 2, 3, -3, 6, 6, -18, 4, -5, 2, -7, -1.0, -0.5, -0.0555555556, -0.5, 0.5, 0.33333333330000003, -0.33333333330000003, 0.1666666667, 0.1666666667, -0.0555555556, 0.25, -0.2, 0.5, -0.1428571429]","[-8, -5, 5, -8, -2, -6, -2, -8, -3, -19, -5, -15, -14, 9, -0.125, -0.2, 0.2, -0.125, -0.5, -0.1666666667, -0.5, -0.125, -0.33333333330000003, -0.0526315789, -0.2, -0.0666666667, -0.0714285714, 0.1111111111]","[-4, -8, -72, -8, 8, 12, -12, 24, 24, -72, 16, -20, 8, -28]","[-32, -20, 20, -32, -8, -24, -8, -32, -12, -76, -20, -60, -56, 36]","[3, -18, 2, -3, -1, 6, -5, 6, -18, -2, 4, -2, -7, 2]","[-6, -8, 9, -14, -8, -3, -19, 5, -2, -5, -2, -8, -5, -15]",10.5333762334,9.1152961418,11.5193312435,10.5333762334,21.0667524668,10.5333762334,10.1048048048,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-10, 12, 0, 5, 5]","[14, 4, -4, 4, 10]","[-6, 16, 4, 9, 9]","[18, 8, 0, 8, 14]","[-10, 12, 0, 5]","[14, 4, -4, 10]","[-10, 12, 0, 5, 4, 5]","[14, 4, -4, 4, 4, 10]","[-10, 12, 0, 5, 5, -0.1, 0.0833333333, 'ZeroDivisionError', 0.2, 0.2]","[14, 4, -4, 4, 10, 0.0714285714, 0.25, -0.25, 0.25, 0.1]","[-40, 48, 0, 20, 20]","[56, 16, -16, 16, 40]","[-10, 12, 5, 0, 5]","[14, -4, 4, 10, 4]",2.9444444444,3.2222222222,2.6095481671,2.9444444444,error,2.9444444444,2.8333333333,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
[-3],[5],[1],[9],[],[],"[-3, 4]","[5, 4]","[-3, -0.33333333330000003]","[5, 0.2]",[-12],[20],[-3],[5],1.0,1.0,0.8,1.0,2.0,1.0,0.0,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[3, -8, 8, -5, -15, -18, 3, -18, 9, 0, -5]","[-8, -3, 2, 4, 6, 3, -1, 11, 1, -6, -1]","[7, -4, 12, -1, -11, -14, 7, -14, 13, 4, -1]","[-4, 1, 6, 8, 10, 7, 3, 15, 5, -2, 3]","[3, -8, 8, -5, -15, -18, 3, -18, 9, -5]","[-8, -3, 2, 4, 6, 3, -1, 11, 1, -1]","[3, -8, 8, 4, -5, -15, -18, 3, -18, 9, 0, -5]","[-8, -3, 2, 4, 4, 6, 3, -1, 11, 1, -6, -1]","[3, -8, 8, -5, -15, -18, 3, -18, 9, 0, -5, 0.33333333330000003, -0.125, 0.125, -0.2, -0.0666666667, -0.0555555556, 0.33333333330000003, -0.0555555556, 0.1111111111, 'ZeroDivisionError', -0.2]","[-8, -3, 2, 4, 6, 3, -1, 11, 1, -6, -1, -0.125, -0.33333333330000003, 0.5, 0.25, 0.1666666667, 0.33333333330000003, -1.0, 0.0909090909, 1.0, -0.1666666667, -1.0]","[12, -32, 32, -20, -60, -72, 12, -72, 36, 0, -20]","[-32, -12, 8, 16, 24, 12, -4, 44, 4, -24, -4]","[3, -18, -15, -5, 8, -5, -8, 3, 9, 0, -18]","[-8, -6, 4, 3, -1, 6, -3, -1, 2, 1, 11]",9.5212121212,9.5909090909,9.1777777778,9.5212121212,error,9.5212121212,8.5212121212,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
[-10],[2],[-6],[6],[],[],"[4, -10]","[4, 2]","[-10, -0.1]","[2, 0.5]",[-40],[8],[-10],[2],1.0,1.0,1.0,1.0,2.0,1.0,0.0,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[4, -8, -8, -5, 1, 0, 13, 15, -10, 15, 15, -13, 2]","[3, 15, -13, -2, -3, 4, -13, 0, -4, -9, 12, -12, -10]","[8, -4, -4, -1, 5, 4, 17, 19, -6, 19, 19, -9, 6]","[7, 19, -9, 2, 1, 8, -9, 4, 0, -5, 16, -8, -6]","[4, -8, -8, -5, 1, 0, 13, 15, -10, 15, -13, 2]","[3, 15, -13, -2, -3, 4, -13, 0, -4, 12, -12, -10]","[4, -8, -8, -5, 1, 4, 0, 13, 15, -10, 15, 15, -13, 2]","[3, 15, -13, -2, -3, 4, 4, -13, 0, -4, -9, 12, -12, -10]","[4, -8, -8, -5, 1, 0, 13, 15, -10, 15, 15, -13, 2, 0.25, -0.125, -0.125, -0.2, 1.0, 'ZeroDivisionError', 0.0769230769, 0.0666666667, -0.1, 0.0666666667, 0.0666666667, -0.0769230769, 0.5]","[3, 15, -13, -2, -3, 4, -13, 0, -4, -9, 12, -12, -10, 0.33333333330000003, 0.0666666667, -0.0769230769, -0.5, -0.33333333330000003, 0.25, -0.0769230769, 'ZeroDivisionError', -0.25, -0.1111111111, 0.0833333333, -0.0833333333, -0.1]","[16, -32, -32, -20, 4, 0, 52, 60, -40, 60, 60, -52, 8]","[12, 60, -52, -8, -12, 16, -52, 0, -16, -36, 48, -48, -40]","[15, 13, 4, -8, 15, -5, -13, 2, 1, -8, 15, 0, -10]","[15, -10, 0, -12, -13, -4, -9, -2, -3, 3, -13, 12, 4]",8.3892063492,9.4929292929,8.2479937795,8.3892063492,error,8.3892063492,7.3892063492,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-4, 2, -5, -9, 2, -10, 9, 0, -9, -3, -3]","[-3, -5, 3, -7, 11, 9, -1, 4, -2, 2, -7]","[0, 6, -1, -5, 6, -6, 13, 4, -5, 1, 1]","[1, -1, 7, -3, 15, 13, 3, 8, 2, 6, -3]","[-4, 2, -5, 2, -10, 9, 0, -9, -3, -3]","[-3, -5, 3, 11, 9, -1, 4, -2, 2, -7]","[-4, 2, 4, -5, -9, 2, -10, 9, 0, -9, -3, -3]","[-3, -5, 4, 3, -7, 11, 9, -1, 4, -2, 2, -7]","[-4, 2, -5, -9, 2, -10, 9, 0, -9, -3, -3, -0.25, 0.5, -0.2, -0.1111111111, 0.5, -0.1, 0.1111111111, 'ZeroDivisionError', -0.1111111111, -0.33333333330000003, -0.33333333330000003]","[-3, -5, 3, -7, 11, 9, -1, 4, -2, 2, -7, -0.33333333330000003, -0.2, 0.33333333330000003, -0.1428571429, 0.0909090909, 0.1111111111, -1.0, 0.25, -0.5, 0.5, -0.1428571429]","[-16, 8, -20, -36, 8, -40, 36, 0, -36, -12, -12]","[-12, -20, 12, -28, 44, 36, -4, 16, -8, 8, -28]","[-3, 2, -4, 2, -3, -9, 9, -5, -10, -9, 0]","[-1, -7, 9, 3, -5, -7, 4, -2, 2, 11, -3]",7.9965284715,6.8881868132,8.3511904762,7.9965284715,error,7.9965284715,7.8715284715,No-violate,No-violate,error,No-violate,No-violate,0,0,error,0,0
"[-2, 1, -2, -5, 2, -6, -1, 0, 4, -5, 3, -4]","[-6, 2, -2, 2, -4, 0, -5, -2, -3, 1, 0, 3]","[2, 5, 2, -1, 6, -2, 3, 4, 8, -1, 7, 0]","[-2, 6, 2, 6, 0, 4, -1, 2, 1, 5, 4, 7]","[-2, 1, -2, -5, 2, -6, -1, 0, 4, 3, -4]","[-6, 2, -2, 2, -4, 0, -5, -2, -3, 0, 3]","[-2, 1, -2, -5, 2, -6, -1, 0, 4, -5, 3, -4, 4]","[-6, 2, -2, 2, -4, 0, -5, -2, -3, 1, 0, 3, 4]","[-2, 1, -2, -5, 2, -6, -1, 0, 4, -5, 3, -4, -0.5, 1.0, -0.5, -0.2, 0.5, -0.1666666667, -1.0, 'ZeroDivisionError', 0.25, -0.2, 0.33333333330000003, -0.25]","[-6, 2, -2, 2, -4, 0, -5, -2, -3, 1, 0, 3, -0.1666666667, 0.5, -0.5, 0.5, -0.25, 'ZeroDivisionError', -0.2, -0.5, -0.33333333330000003, 1.0, 'ZeroDivisionError', 0.33333333330000003]","[-8, 4, -8, -20, 8, -24, -4, 0, 16, -20, 12, -16]","[-24, 8, -8, 8, -16, 0, -20, -8, -12, 4, 0, 12]","[-2, 3, -6, -1, 1, -4, 4, 2, 0, -2, -5, -5]","[0, -3, 1, -2, -2, -5, 2, 2, 0, 3, -4, -6]",9.5,,8.4747474747,9.5,error,9.5,8.5,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[-2, -16, -14, 15, -2, -8]","[7, 5, -4, -15, 15, -8]","[2, -12, -10, 19, 2, -4]","[11, 9, 0, -11, 19, -4]","[-2, -16, -14, 15, -8]","[7, 5, -4, -15, -8]","[-2, -16, 4, -14, 15, -2, -8]","[7, 5, 4, -4, -15, 15, -8]","[-2, -16, -14, 15, -2, -8, -0.5, -0.0625, -0.0714285714, 0.0666666667, -0.5, -0.125]","[7, 5, -4, -15, 15, -8, 0.1428571429, 0.2, -0.25, -0.0666666667, 0.0666666667, -0.125]","[-8, -64, -56, 60, -8, -32]","[28, 20, -16, -60, 60, -32]","[15, -14, -2, -2, -8, -16]","[-4, 5, 15, -15, 7, -8]",4.5555555556,5.0980392157,4.5018315018,4.5555555556,9.1111111111,4.5555555556,3.5555555556,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-5, 4, 2, 5, 5, 10, 7, 6, 4]","[-9, 0, -5, 3, 2, 8, -2, -5, -11]","[-1, 8, 6, 9, 9, 14, 11, 10, 8]","[-5, 4, -1, 7, 6, 12, 2, -1, -7]","[-5, 2, 5, 5, 10, 7, 6, 4]","[-9, -5, 3, 2, 8, -2, -5, -11]","[-5, 4, 4, 2, 5, 5, 10, 7, 6, 4]","[-9, 0, 4, -5, 3, 2, 8, -2, -5, -11]","[-5, 4, 2, 5, 5, 10, 7, 6, 4, -0.2, 0.25, 0.5, 0.2, 0.2, 0.1, 0.1428571429, 0.1666666667, 0.25]","[-9, 0, -5, 3, 2, 8, -2, -5, -11, -0.1111111111, 'ZeroDivisionError', -0.2, 0.33333333330000003, 0.5, 0.125, -0.5, -0.2, -0.0909090909]","[-20, 16, 8, 20, 20, 40, 28, 24, 16]","[-36, 0, -20, 12, 8, 32, -8, -20, -44]","[4, 6, 5, 7, 5, 2, 4, -5, 10]","[-5, -9, 0, -5, -11, 3, -2, 2, 8]",6.0753968254,7.3111111111,5.0942307692,6.0753968254,error,6.0753968254,5.0753968254,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
"[5, -5, -15, 6, -7, 8, -10, -8, -9, -18, 5]","[-12, -11, -17, -13, 1, 4, 6, -8, 2, -11, -7]","[9, -1, -11, 10, -3, 12, -6, -4, -5, -14, 9]","[-8, -7, -13, -9, 5, 8, 10, -4, 6, -7, -3]","[-5, -15, 6, -7, 8, -10, -8, -9, -18, 5]","[-11, -17, -13, 1, 4, 6, -8, 2, -11, -7]","[5, 4, -5, -15, 6, -7, 8, -10, -8, -9, -18, 5]","[-12, 4, -11, -17, -13, 1, 4, 6, -8, 2, -11, -7]","[5, -5, -15, 6, -7, 8, -10, -8, -9, -18, 5, 0.2, -0.2, -0.0666666667, 0.1666666667, -0.1428571429, 0.125, -0.1, -0.125, -0.1111111111, -0.0555555556, 0.2]","[-12, -11, -17, -13, 1, 4, 6, -8, 2, -11, -7, -0.0833333333, -0.0909090909, -0.058823529400000005, -0.0769230769, 1.0, 0.25, 0.1666666667, -0.125, 0.5, -0.0909090909, -0.1428571429]","[20, -20, -60, 24, -28, 32, -40, -32, -36, -72, 20]","[-48, -44, -68, -52, 4, 16, 24, -32, 8, -44, -28]","[-15, 8, -10, -9, -8, -5, 5, -18, 5, -7, 6]","[-11, 1, -7, -17, -8, 2, 4, -12, -13, -11, 6]",7.0122126437,3.9491201609,7.3666666667000005,7.0122126437,14.0244252874,7.0122126437,6.0122126437,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[-1, -1, 7, 7, -12]","[-7, 5, 11, -3, -8]","[3, 3, 11, 11, -8]","[-3, 9, 15, 1, -4]","[-1, -1, 7, -12]","[-7, 5, 11, -8]","[-1, 4, -1, 7, 7, -12]","[-7, 4, 5, 11, -3, -8]","[-1, -1, 7, 7, -12, -1.0, -1.0, 0.1428571429, 0.1428571429, -0.0833333333]","[-7, 5, 11, -3, -8, -0.1428571429, 0.2, 0.0909090909, -0.33333333330000003, -0.125]","[-4, -4, 28, 28, -48]","[-28, 20, 44, -12, -32]","[-12, -1, -1, 7, 7]","[-3, -8, -7, 5, 11]",3.1722222222,2.5166666667,2.8205128205000003,3.1722222222,6.3444444444,3.1722222222,2.1722222222,Violate,No-violate,Violate,No-violate,No-violate,1,0,1,0,0
"[-6, 1, 3, -10, -4]","[-6, 4, -14, 4, -1]","[-2, 5, 7, -6, 0]","[-2, 8, -10, 8, 3]","[-6, 3, -10, -4]","[-6, -14, 4, -1]","[-6, 1, 3, -10, 4, -4]","[-6, 4, -14, 4, 4, -1]","[-6, 1, 3, -10, -4, -0.1666666667, 1.0, 0.33333333330000003, -0.1, -0.25]","[-6, 4, -14, 4, -1, -0.1666666667, 0.25, -0.0714285714, 0.25, -1.0]","[-24, 4, 12, -40, -16]","[-24, 16, -56, 16, -4]","[-10, -6, 1, 3, -4]","[-6, -1, 4, -14, 4]",3.2,3.5642857143,3.2307692308,3.2,6.4,3.2,2.6,No-violate,No-violate,Violate,No-violate,No-violate,0,0,1,0,0
"[4, -7, -3, 10, 1, -3, -5, -6, -4, -7, 7, 8, -8, -7]","[-1, 3, 5, -1, 9, 4, 4, -4, 0, -4, 3, 2, 9, -5]","[8, -3, 1, 14, 5, 1, -1, -2, 0, -3, 11, 12, -4, -3]","[3, 7, 9, 3, 13, 8, 8, 0, 4, 0, 7, 6, 13, -1]","[-7, -3, 10, 1, -3, -5, -6, -4, -7, 7, 8, -8, -7]","[3, 5, -1, 9, 4, 4, -4, 0, -4, 3, 2, 9, -5]","[4, -7, -3, 10, 1, -3, -5, -6, -4, -7, 4, 7, 8, -8, -7]","[-1, 3, 5, -1, 9, 4, 4, -4, 0, -4, 4, 3, 2, 9, -5]","[4, -7, -3, 10, 1, -3, -5, -6, -4, -7, 7, 8, -8, -7, 0.25, -0.1428571429, -0.33333333330000003, 0.1, 1.0, -0.33333333330000003, -0.2, -0.1666666667, -0.25, -0.1428571429, 0.1428571429, 0.125, -0.125, -0.1428571429]","[-1, 3, 5, -1, 9, 4, 4, -4, 0, -4, 3, 2, 9, -5, -1.0, 0.33333333330000003, 0.2, -1.0, 0.1111111111, 0.25, 0.25, -0.25, 'ZeroDivisionError', -0.25, 0.33333333330000003, 0.5, 0.1111111111, -0.2]","[16, -28, -12, 40, 4, -12, -20, -24, -16, -28, 28, 32, -32, -28]","[-4, 12, 20, -4, 36, 16, 16, -16, 0, -16, 12, 8, 36, -20]","[-6, -3, -3, -8, -7, 10, -5, 1, 7, 4, -4, -7, 8, -7]","[3, 5, 3, 4, -1, 4, 2, -4, 9, -4, -5, 9, 0, -1]",10.4393939394,11.1646825397,10.1793820559,10.4393939394,error,10.4393939394,9.4393939394,Violate,No-violate,error,No-violate,No-violate,1,0,error,0,0
